?	price	sector	street	type	room	suite	park	m2
7544	2.500.000	1	36	0	4	4	3	290
7545	450.000	1	70	0	3	3	2	106
7546	210.000	81	1262	1	3	1	2	116
7548	1.810.001	1	67	0	4	4	3	236
7550	950.000	5	310	0	3	3	2	141
7551	298.000	1	169	0	2	1	1	67
7555	1.177.028	0	173	0	4	4	3	228
7556	1.200.000	5	833	0	4	4	4	177
7558	3.750.000	131	36	2	4	4	8	495
7559	238.902	40	82	0	3	1	2	67
7560	816.000	1	87	0	3	3	3	153
7564	1.150.000	5	36	0	4	4	3	178
7565	270.000	1	72	0	2	1	1	60
7567	290.000	40	511	0	3	1	2	76
7568	1.500.000	44	243	2	3	3	4	332
7572	2.950.000	109	1026	2	3	3	8	485
7573	550.000	92	1212	1	3	2	3	300
7574	320.000	13	36	0	3	3	2	85
7575	1.400.000	34	247	0	5	5	2	207
7578	339.400	24	134	0	3	3	2	80
7579	2.500.000	1	67	0	4	4	4	350
7582	880.000	1	72	0	4	4	3	165
7586	179.000	40	788	0	2	1	1	54
7591	400.000	170	1157	1	3	1	4	155
7592	950.000	274	1263	2	4	4	4	420
7595	821.000	1	87	0	3	3	3	153
7598	529.500	192	273	2	3	3	2	140
7599	599.233	2	1051	0	3	3	2	119
7600	250.000	81	306	1	3	1	3	135
7602	240.000	59	144	0	2	1	1	68
7603	840.000	47	1264	0	4	2	3	162
7605	1.780.000	1	152	0	4	4	4	275
7606	480.000	103	297	1	3	2	2	265
7607	310.000	47	6	0	3	1	2	86
7610	195.000	1	367	0	2	1	1	58
7611	399.000	23	161	0	3	1	1	120
7612	197.000	13	646	0	2	1	1	56
7613	2.580.000	4	435	0	4	4	5	404
7614	1.180.000	1	67	0	4	4	3	181
7615	299.000	0	490	0	2	1	1	64
7620	279.000	13	19	0	3	1	2	80
7621	1.080.000	0	140	0	3	3	3	186
7622	310.000	9	13	0	3	1	1	75
7623	855.000	43	904	1	4	4	3	250
7624	186.233	87	1265	0	2	1	1	54
7627	620.000	34	203	0	4	2	3	200
7630	439.000	1	762	0	3	3	2	117
7631	4.000.000	61	147	2	5	5	4	600
7633	600.000	170	1266	2	3	1	4	264
7635	1.200.000	0	235	0	3	3	3	187
7636	212.000	40	139	0	2	1	1	58
7637	236.000	6	137	0	2	1	1	66
7638	1.300.000	10	1267	1	3	3	1	200
7639	4.500.000	61	147	2	5	5	3	670
7642	980.000	73	399	1	3	3	4	215
7643	685.000	0	695	0	4	2	2	125
7644	660.000	23	114	0	3	3	2	132
7645	235.000	40	578	0	3	1	1	67
7646	380.000	1	174	0	2	1	2	102
7651	257.400	59	144	0	2	1	1	68
7653	2.500.000	122	379	2	4	4	3	520
7654	346.683	0	22	0	3	1	2	88
7656	350.000	2	485	1	3	1	3	140
7657	202.000	7	119	0	2	1	1	57
7658	219.000	170	1266	1	3	1	3	180
7662	600.000	23	1268	0	4	2	2	114
7663	1.199.000	43	1246	1	3	3	4	340
7664	480.000	17	175	2	3	1	3	137
7665	680.000	23	345	0	4	2	2	234
7666	1.190.000	148	36	2	4	4	2	289
7668	600.000	80	437	0	3	3	2	117
7670	171.009	158	1189	0	2	1	1	55
7674	185.000	178	962	0	2	1	1	64
7676	226.448	14	111	0	2	1	1	63
7677	780.000	1	319	0	3	3	3	168
7679	265.000	13	519	0	3	1	1	75
7680	499.000	13	99	2	3	3	2	155
7681	508.100	0	32	0	3	3	2	108
7686	655.900	6	554	0	3	3	2	120
7689	140.000	62	883	1	2	1	2	70
7690	1.250.000	5	36	0	3	3	3	185
7693	1.350.000	58	1034	2	5	5	4	318
7697	330.000	23	364	0	3	1	1	106
7700	1.250.000	5	833	0	4	4	4	177
7701	435.000	1	34	0	4	2	1	120
7706	1.500.000	0	173	0	4	4	4	242
7707	55.000	40	139	0	2	1	1	62
7709	395.000	13	350	0	3	3	2	95
7712	900.000	1	254	0	3	3	3	313
7714	1.500.000	0	461	0	4	4	3	282
7715	228.000	14	179	0	2	1	2	63
7716	588.700	0	32	0	3	3	2	118
7717	280.000	4	45	0	3	1	2	109
7720	160.000	137	661	1	2	1	2	70
7722	404.000	2	33	0	3	1	3	95
7723	750.000	23	36	0	3	1	2	119
7725	400.000	1	1269	2	3	1	2	110
7727	490.000	1	98	0	3	3	2	108
7729	400.000	92	739	1	3	1	3	152
7731	320.000	1	4	0	3	1	1	108
7732	225.000	40	82	0	3	1	1	68
7737	1.450.000	37	1077	2	4	4	4	379
7738	429.000	23	1004	0	3	2	2	117
7739	850.000	275	1270	1	3	1	2	290
7740	300.000	1	206	0	2	1	2	70
7745	250.000	211	827	1	3	1	2	92
7748	890.000	1	4	0	3	3	3	165
7750	471.000	1	46	0	3	3	2	95
7751	350.000	5	104	0	2	1	2	58
7752	750.000	1	48	0	3	3	3	167
7753	290.000	25	68	0	3	1	2	85
7758	314.956	1	46	0	2	1	1	61
7760	480.000	43	1017	1	4	1	3	180
7762	560.000	0	1	0	3	3	2	103
7765	479.000	5	36	0	3	1	2	205
7767	2.724.000	23	173	0	4	4	5	497
7769	195.000	40	139	0	2	1	1	58
7772	175.000	264	1271	0	3	1	1	70
7773	483.000	1	758	0	3	1	2	75
7774	320.000	34	434	0	3	1	1	86
7775	360.000	106	813	2	3	3	2	119
7776	270.000	13	36	0	3	1	1	75
7781	480.000	43	997	1	3	1	3	124
7782	777.000	34	730	0	3	2	3	152
7783	153.000	180	663	2	2	1	2	61
7784	280.000	13	217	0	3	1	2	73
7785	370.000	14	21	0	3	3	2	99
7786	1.200.000	58	433	2	5	3	4	300
7787	165.000	198	826	1	3	1	2	75
7789	1.990.000	0	140	0	5	5	3	376
7790	400.000	13	19	0	3	3	2	92
7792	330.000	0	51	0	2	1	2	52
7794	482.430	2	33	0	3	1	2	95
7795	350.000	20	258	0	3	1	2	94
7797	650.000	1	206	0	4	3	2	138
7806	300.000	13	29	0	3	1	2	77
7807	570.000	1	165	0	4	2	2	128
7808	450.000	34	387	0	3	1	2	88
7809	700.000	43	966	1	3	3	4	230
7810	372.153	14	111	0	3	3	2	99
7812	460.000	1	34	0	3	1	1	138
7814	177.700	33	428	0	2	1	1	57
7815	240.000	23	296	0	3	1	1	106
7816	1.350.000	5	310	0	2	2	2	158
7817	230.000	13	217	0	2	1	1	60
7818	2.400.000	23	500	0	4	4	4	305
7820	2.300.000	102	761	2	4	4	4	474
7822	850.000	5	260	0	3	3	2	128
7823	2.200.000	0	130	0	5	5	4	316
7824	375.000	1	1269	2	3	1	2	109
7825	330.000	1	62	0	3	1	1	95
7826	3.400.000	0	22	0	5	5	5	500
7827	192.537	13	406	0	2	1	1	52
7829	715.300	1	50	0	3	3	2	131
7833	500.000	1	689	0	3	3	2	117
7835	850.000	25	353	0	3	3	2	154
7837	667.000	0	22	0	3	3	2	130
7840	700.000	165	36	2	3	3	4	205
7846	390.000	13	984	0	3	3	2	92
7848	400.000	14	21	0	3	3	2	105
7849	420.000	13	475	0	3	3	2	92
7850	330.000	9	13	0	3	1	2	73
7852	491.000	0	32	0	3	1	2	88
7853	680.000	0	507	0	4	2	2	149
7854	3.300.000	119	233	2	5	5	6	473
7855	1.100.000	5	1272	0	4	4	3	176
7856	187.500	103	1234	0	2	1	1	60
7857	640.000	5	534	0	3	3	2	125
7860	2.200.000	23	36	0	4	4	3	385
7862	330.000	23	1273	0	3	1	1	101
7866	215.000	2	645	0	2	1	1	62
7867	500.000	1	72	0	3	3	2	94
7868	2.990.000	119	842	2	4	4	5	428
7869	225.000	41	84	0	3	1	2	75
7870	220.000	4	1175	0	2	2	2	67
7874	160.000	40	188	0	3	1	1	69
7875	260.000	47	560	0	3	1	1	86
7876	1.294.256	1	48	0	4	4	3	215
7877	360.000	257	1274	1	3	1	4	165
7878	490.000	1	98	0	3	3	2	104
7879	980.000	45	287	1	4	1	2	272
7881	400.000	13	350	0	3	3	2	92
7884	269.300	36	73	2	3	1	2	91
7888	610.000	1	418	0	3	3	2	117
7889	3.000.000	61	36	2	4	4	4	640
7893	420.000	23	166	0	2	2	1	80
7894	400.000	9	96	0	3	2	1	96
7896	530.000	1	36	0	3	1	2	160
7898	767.000	5	310	0	3	3	2	140
7901	490.000	0	1	0	4	2	2	118
7902	315.000	14	415	0	3	3	2	93
7903	1.350.000	37	1196	2	3	3	2	298
7905	675.000	1	145	0	4	2	2	284
7906	2.200.000	61	1275	2	4	4	3	370
7911	460.000	1	174	0	3	3	2	112
7913	215.000	2	44	0	2	1	1	67
7915	2.300.000	75	1276	2	5	5	4	469
7916	1.900.000	1	98	0	3	3	3	257
7918	330.000	0	120	0	3	3	1	74
7919	530.000	1	87	0	3	1	2	106
7920	280.000	34	1277	0	3	2	1	84
7921	5.500.000	131	36	2	4	4	5	800
7923	845.000	5	512	0	3	3	2	150
7924	290.000	23	37	0	2	1	1	68
7925	180.000	7	93	0	2	1	1	57
7926	790.000	23	364	0	4	2	3	209
7928	1.940.000	1	67	0	4	4	3	259
7932	1.500.000	233	1013	2	4	3	4	280
7935	502.000	9	213	0	3	3	2	106
7936	1.385.000	5	214	0	4	4	3	230
7937	1.400.000	34	247	0	5	5	2	207
7938	1.190.000	5	36	0	4	4	3	178
7939	750.000	23	1278	0	4	1	2	170
7940	269.000	27	49	1	3	1	2	104
7941	220.000	7	796	0	2	1	1	62
7943	680.000	34	809	1	3	2	4	103
7946	700.000	10	7	0	3	3	3	252
7948	480.000	23	36	0	3	1	2	152
7952	550.000	1	4	0	4	2	2	160
7953	1.600.000	23	289	1	3	3	4	300
7956	782.250	1	87	0	3	3	1	153
7957	499.000	2	44	0	3	3	3	123
7959	200.000	47	105	0	3	1	1	80
7960	3.200.000	61	467	2	4	4	3	456
7961	820.000	5	299	0	3	3	2	149
7963	700.000	1	50	0	3	3	2	130
7964	1.400.000	5	197	0	4	4	3	206
7965	320.000	8	166	0	2	1	2	65
7968	276.400	103	334	0	3	1	2	73
7969	204.000	92	1279	0	3	1	1	74
7970	1.150.000	44	183	2	4	4	4	240
7972	295.000	1	34	0	2	1	1	58
7976	460.000	35	1280	1	4	2	3	220
7977	550.000	14	71	0	3	3	2	109
7978	190.000	217	864	1	3	1	2	90
7980	401.792	1	129	0	2	2	2	89
7981	440.000	0	190	0	3	3	2	90
7982	920.000	136	420	2	3	3	4	256
7983	280.000	24	902	0	3	1	2	89
7985	850.000	34	434	0	4	4	3	162
7986	821.000	1	87	0	3	3	3	153
7987	145.000	276	1281	1	2	1	2	70
7988	1.230.000	5	61	0	4	4	3	216
7989	800.000	23	345	0	3	3	3	180
7990	360.000	23	618	0	2	1	1	77
7991	310.000	23	37	0	2	1	1	67
7992	560.000	1	165	0	3	3	2	129
7993	200.000	107	305	1	3	2	3	375
7996	220.000	103	679	0	2	1	1	57
7998	220.000	103	679	0	2	1	1	57
7999	185.000	239	1170	1	3	1	1	82
8000	1.000.000	1	165	0	3	3	3	300
8001	235.900	6	706	0	2	1	1	65
8002	212.000	28	520	0	3	1	1	76
8004	460.000	1	36	0	3	3	3	105
8005	1.200.000	1	152	0	4	4	3	213
8006	250.000	7	93	0	3	1	1	72
8007	455.000	1	41	0	3	2	2	170
8009	300.000	6	436	0	3	1	1	94
8011	415.000	1	129	0	2	2	2	89
8013	189.000	103	777	0	2	1	1	57
8014	340.000	92	265	0	3	3	2	106
8017	242.302	48	113	0	2	2	1	57
8018	240.000	1	72	0	2	1	1	59
8019	380.000	26	975	1	3	1	6	205
8021	510.000	1	152	0	3	3	2	103
8022	154.516	89	905	0	2	1	1	54
8023	345.000	4	43	0	3	1	2	74
8024	444.864	0	22	0	2	1	2	88
8028	550.000	1	50	0	3	3	2	100
8029	208.098	48	109	0	2	1	1	57
8032	2.700.000	58	515	2	5	5	5	900
8033	221.000	40	139	0	2	1	1	61
8034	1.779.000	0	223	0	4	4	3	283
8035	1.200.000	58	433	2	4	4	4	300
8037	1.550.000	1	104	0	4	4	4	275
8038	173.500	180	1282	2	2	1	2	59
8039	270.000	6	106	0	3	1	1	80
8040	190.000	7	1230	0	2	1	1	56
8041	320.000	74	36	0	2	1	1	64
8043	274.466	59	144	0	2	1	1	68
8045	670.000	1	1283	0	3	3	2	124
8047	580.000	23	76	0	4	3	2	114
8050	520.000	47	259	0	3	1	3	128
8052	320.000	25	1028	0	2	1	1	69
8054	720.000	5	310	0	3	3	3	157
8055	1.100.000	23	500	0	3	3	3	198
8062	295.000	25	86	0	3	1	1	70
8063	980.000	73	233	2	3	3	4	212
8065	850.000	5	204	0	3	3	2	150
8066	350.000	121	1284	1	3	3	4	110
8067	860.000	34	434	0	4	3	2	314
8069	580.000	6	308	1	3	1	4	151
8072	499.000	1	886	0	4	3	2	103
8074	5.480.000	75	1285	2	4	4	6	680
8075	450.000	26	36	1	3	1	3	196
8076	1.400.000	5	692	0	4	4	3	211
8077	460.000	6	436	1	3	3	2	150
8082	442.849	0	32	0	3	3	2	108
8084	370.000	1	98	0	3	1	1	105
8085	335.000	49	348	0	3	3	2	93
8086	880.000	1	129	0	4	2	2	139
8088	700.000	23	62	0	3	3	4	160
8092	320.000	74	36	0	2	1	1	64
8095	530.000	13	36	1	3	3	2	184
8096	360.000	0	120	0	3	1	1	84
8098	650.000	6	982	2	3	1	4	178
8104	255.000	59	144	0	2	1	1	68
8105	1.575.000	73	233	2	4	4	4	352
8106	1.050.000	6	304	1	4	4	6	350
8107	295.000	25	68	0	2	1	1	70
8110	1.400.000	70	415	2	3	3	4	335
8113	255.000	2	895	0	3	1	1	67
8116	200.000	92	265	0	3	1	2	74
8117	1.150.000	101	287	2	4	4	4	380
8118	1.890.054	5	61	0	4	4	4	289
8120	640.000	19	273	0	4	2	3	349
8129	1.300.000	23	313	0	5	4	3	286
8135	500.000	0	36	0	3	1	2	100
8138	350.000	1	70	0	3	1	2	77
8142	3.050.000	34	247	0	4	4	4	482
8143	425.000	6	1167	1	4	2	2	179
8144	1.700.000	70	415	2	4	4	4	357
8145	2.500.000	61	36	2	4	4	4	450
8146	590.000	29	163	2	3	3	2	159
8147	350.000	52	36	1	3	1	3	250
8149	520.000	25	413	0	3	1	2	100
8150	3.900.000	75	682	2	5	5	6	591
8151	2.088.000	5	121	0	4	4	4	282
8153	2.100.000	70	415	2	5	5	4	441
8155	488.000	0	507	0	3	3	2	102
8156	315.000	0	173	0	2	1	1	63
8157	550.000	6	913	1	3	1	5	244
8158	223.844	40	139	0	2	1	1	62
8159	530.000	1	36	0	3	1	2	160
8160	233.118	40	578	0	2	1	1	67
8162	600.000	23	1286	0	4	1	2	140
8163	323.532	6	137	0	3	3	2	89
8164	260.000	6	691	0	3	2	2	78
8169	890.000	45	36	2	4	2	2	232
8172	195.000	121	1287	1	3	1	1	98
8173	1.200.000	23	37	0	4	4	3	274
8174	650.000	5	214	0	3	3	2	111
8175	1.850.000	5	459	0	4	4	4	242
8178	1.050.000	5	61	0	3	3	3	179
8179	750.000	23	36	0	4	1	2	199
8180	2.000.000	119	233	2	4	4	4	465
8181	270.000	15	969	1	4	1	2	162
8183	1.499.000	5	214	0	4	4	3	230
8184	506.273	0	32	0	3	3	2	118
8185	380.000	6	106	1	3	1	4	130
8195	380.000	1	98	0	2	1	1	70
8199	2.900.000	60	146	2	4	4	4	520
8200	2.200.000	0	270	0	5	5	4	317
8201	580.000	1	87	0	3	3	2	105
8203	250.000	13	79	0	3	1	2	73
8204	265.000	20	270	0	2	1	2	63
8206	275.640	4	45	0	2	2	2	69
8207	255.000	9	312	0	2	1	1	54
8212	420.000	277	1288	1	3	1	1	383
8213	289.000	47	6	0	3	1	2	85
8214	225.000	25	325	0	2	1	1	65
8216	250.523	4	617	0	2	1	1	57
8217	290.000	259	1156	1	3	1	3	150
8218	400.000	25	413	0	3	1	1	85
8219	200.000	100	479	0	3	1	1	90
8220	470.000	9	127	1	3	2	4	160
8221	1.350.000	5	669	0	4	4	3	240
8222	850.000	74	784	0	4	4	3	154
8223	520.000	17	175	2	4	3	2	196
8224	3.750.000	131	1195	2	4	4	5	495
8225	270.222	13	612	0	3	1	1	74
8227	1.300.000	102	328	2	4	4	4	380
8228	935.000	238	990	1	4	4	4	315
8235	176.670	87	1289	0	2	1	1	54
8236	850.000	1	1290	0	4	2	3	177
8237	218.000	103	406	0	2	1	1	61
8240	500.000	0	545	0	3	1	2	100
8244	179.900	168	1236	2	3	1	2	58
8246	292.000	9	90	0	2	1	1	64
8248	287.000	23	1257	0	2	1	1	64
8249	470.000	1	92	0	3	3	2	100
8250	225.000	24	198	0	3	1	2	94
8251	750.000	23	36	0	4	1	2	199
8255	275.000	278	1291	1	3	1	4	160
8256	995.000	34	2	0	4	4	3	287
8257	195.000	256	1135	1	3	1	3	105
8258	1.050.000	23	36	0	4	4	3	254
8259	170.000	184	1288	1	3	1	1	100
8260	450.000	23	55	0	3	3	2	139
8261	1.450.000	1	46	0	4	4	4	275
8264	650.000	25	36	0	3	3	2	118
8265	3.400.000	30	1292	2	6	6	6	568
8266	340.000	23	115	0	3	1	1	86
8267	1.390.000	44	1293	2	4	4	2	250
8269	215.269	48	109	0	2	1	1	57
8271	188.000	41	947	0	2	1	2	58
8272	143.900	41	947	0	2	1	1	58
8277	389.000	24	918	1	2	1	2	320
8278	730.000	1	169	0	4	2	2	144
8282	420.706	0	22	0	3	3	2	108
8283	720.000	0	36	0	4	2	3	200
8284	350.000	13	44	0	3	1	2	95
8287	500.000	177	640	2	3	1	4	129
8289	264.000	2	20	0	3	1	2	74
8290	549.600	2	33	0	3	3	3	118
8291	1.390.000	73	36	2	4	4	4	288
8293	1.250.000	5	36	0	3	3	3	185
8298	890.000	45	287	2	3	3	4	190
8300	235.000	6	523	0	3	1	1	68
8301	191.251	13	29	0	2	1	1	63
8303	950.000	47	259	0	4	4	2	232
8307	1.100.000	1	36	0	4	4	2	169
8308	255.000	211	862	2	3	1	2	75
8309	2.400.000	102	1259	2	4	4	3	510
8310	610.000	34	387	0	3	3	2	105
8312	295.000	0	36	0	2	1	1	65
8313	229.990	92	265	0	3	1	2	75
8314	820.000	0	153	0	3	3	2	132
8315	465.000	1	36	0	3	1	2	104
8316	390.000	0	235	0	3	1	2	108
8320	590.000	74	70	0	3	3	2	112
8321	334.302	9	591	0	2	1	1	63
8323	575.000	0	117	0	3	3	2	118
8326	826.700	5	299	0	3	3	3	147
8332	520.000	0	130	0	3	2	2	92
8333	660.000	23	62	0	4	2	2	147
8334	350.000	91	68	0	3	3	2	77
8335	340.000	47	36	0	3	1	1	77
8337	790.000	1	254	0	4	2	3	233
8338	571.000	0	32	0	3	3	2	108
8346	169.000	14	320	0	2	1	1	58
8347	1.080.000	73	837	2	3	3	6	230
8351	1.850.000	148	480	2	4	4	2	509
8353	1.270.000	73	36	2	4	4	4	302
8354	233.000	40	578	0	3	1	1	68
8357	580.000	1	165	0	3	3	2	128
8358	384.000	1	46	0	2	2	2	70
8359	550.000	23	76	0	4	1	1	167
8364	1.900.000	102	460	2	5	5	4	645
8365	169.000	41	84	0	2	1	1	61
8366	365.000	2	1051	0	3	3	2	94
8369	298.000	4	72	0	2	2	1	67
8371	430.000	81	221	1	3	3	5	202
8372	620.000	80	216	0	3	3	2	117
8373	450.000	114	84	2	3	1	4	126
8374	260.000	135	416	1	2	1	1	100
8379	800.000	4	329	2	4	1	4	200
8380	77.915.707	23	127	0	3	3	2	1466
8386	795.000	23	336	0	4	2	2	236
8389	590.094	0	22	0	3	3	2	108
8390	2.600.000	23	324	0	4	4	3	358
8391	1.190.000	5	36	0	4	4	3	178
8392	3.150.000	102	830	2	4	2	6	572
8394	790.000	57	142	2	3	3	4	195
8396	2.600.000	109	326	1	4	4	3	540
8397	950.000	238	824	2	5	2	4	320
8398	300.000	6	180	0	3	1	1	93
8399	350.000	13	1068	1	3	1	2	150
8400	1.057.000	5	459	0	4	4	3	221
8401	430.000	34	36	0	2	1	2	88
8409	1.350.000	5	459	0	4	4	3	218
8413	220.000	16	468	0	3	1	1	76
8414	700.000	1	539	0	3	3	2	212
8415	2.000.000	260	291	2	5	5	3	508
8416	1.150.000	1	237	0	3	3	3	164
8419	310.000	1	206	0	3	1	1	84
8421	399.000	5	534	0	2	1	1	69
8422	1.667.000	5	453	0	4	4	4	287
8423	210.000	127	391	1	3	1	2	69
8429	479.000	5	36	0	3	1	2	205
8430	1.200.000	0	313	0	3	3	3	169
8431	265.000	13	519	0	3	1	1	75
8432	255.000	6	94	0	4	1	1	88
8434	570.000	61	147	2	3	1	2	140
8436	417.000	2	33	0	2	1	2	69
8437	1.050.000	0	153	0	4	4	2	165
8438	165.000	85	1294	1	2	2	2	76
8439	720.000	6	933	1	3	1	4	250
8440	920.000	5	1081	0	3	3	3	146
8441	1.500.000	37	1295	2	4	4	4	283
8442	265.000	13	366	0	3	1	2	77
8443	224.542	14	179	0	2	1	1	63
8445	466.212	0	22	0	3	1	2	88
8449	500.000	25	413	0	3	1	2	100
8451	450.000	170	1108	1	3	2	4	228
8453	980.000	5	833	0	4	3	3	176
8454	600.000	1	36	0	4	2	2	160
8458	197.000	82	224	0	2	1	1	67
8459	650.000	29	483	2	3	3	2	159
8460	220.000	279	1232	1	3	1	2	94
8461	229.000	28	1296	0	3	1	1	80
8463	1.350.000	73	466	2	4	4	4	300
8464	1.524.286	0	173	0	4	4	3	242
8465	1.524.467	0	173	0	4	4	3	242
8467	506.273	0	32	0	3	3	2	118
8468	3.900.000	102	328	2	4	4	6	580
8470	380.000	34	4	0	3	1	2	104
8476	1.583.997	0	173	0	4	4	3	242
8477	590.000	2	1011	1	3	1	2	250
8478	650.000	2	1297	1	3	3	4	361
8479	390.000	54	178	2	3	2	1	116
8480	1.583.997	0	173	0	4	4	3	242
8481	649.000	23	274	0	4	4	2	318
8482	170.000	24	39	0	3	1	1	84
8483	899.000	29	163	2	4	4	4	203
8484	1.259.000	5	121	0	4	4	3	195
8486	450.000	26	36	1	3	1	4	140
8487	1.270.000	5	459	0	4	4	3	218
8488	550.000	10	917	1	3	1	4	220
8490	719.038	0	22	0	4	4	2	128
8491	442.849	0	32	0	3	3	2	108
8492	330.000	81	1200	1	3	1	3	135
8493	340.000	4	45	0	3	1	1	100
8494	750.000	0	339	0	4	3	2	147
8495	300.000	83	225	0	2	1	2	64
8496	650.000	0	36	0	4	2	2	126
8497	400.000	2	1047	1	3	2	4	160
8500	190.000	97	899	2	3	1	3	92
8502	380.000	0	382	0	3	1	1	78
8503	590.000	6	1298	2	4	2	2	207
8504	270.000	65	1299	2	3	1	2	90
8505	275.000	2	20	0	3	1	2	76
8510	588.000	2	33	0	3	3	2	106
8519	612.000	2	33	0	3	3	2	117
8520	690.000	5	36	0	4	1	3	250
8521	370.000	20	901	0	3	1	2	142
8522	190.000	33	572	0	2	1	1	58
8523	1.750.000	102	1300	2	3	3	6	428
8524	200.000	13	1037	0	2	1	1	65
8525	505.800	9	213	0	3	3	2	99
8530	2.000.000	70	972	2	4	4	2	340
8532	385.000	1	46	0	2	2	2	70
8537	350.000	280	1301	1	4	3	4	162
8538	260.000	2	536	1	3	1	2	103
8540	710.000	24	280	0	3	3	4	141
8541	250.000	7	93	0	3	1	1	72
8542	379.000	92	376	0	3	3	2	98
8544	615.000	47	6	0	4	4	2	152
8545	1.450.000	73	423	2	3	3	4	268
8548	279.000	13	19	0	3	1	2	76
8550	950.000	37	1013	2	5	3	4	330
8551	1.390.000	73	182	2	4	4	4	288
8554	490.000	1	481	0	3	3	3	107
8559	269.000	88	117	0	2	1	1	59
8560	188.000	2	3	0	2	1	1	58
8563	1.135.248	5	61	0	3	3	3	178
8564	260.000	2	11	1	3	1	4	140
8567	315.000	13	19	0	3	1	2	75
8568	3.700.000	260	562	2	5	5	2	660
8570	1.350.000	136	357	2	4	4	4	335
8573	5.800.000	22	36	2	4	4	6	600
8575	3.070.080	5	292	0	4	4	4	411
8576	500.000	1	46	0	3	3	2	95
8578	220.000	13	101	0	2	1	2	59
8579	340.000	104	846	0	3	1	1	77
8582	2.037.000	0	313	0	4	4	4	291
8583	970.000	186	147	2	3	3	4	243
8587	410.000	25	413	0	3	1	2	94
8588	270.000	20	1302	0	3	2	1	92
8589	2.700.000	22	300	2	5	4	3	452
8592	441.000	14	160	0	3	3	2	105
8595	201.000	2	20	0	2	1	1	60
8596	240.000	132	410	2	3	1	2	90
8597	189.000	40	439	0	2	1	1	58
8601	380.000	33	428	0	3	1	2	91
8602	404.000	0	51	0	2	1	1	71
8603	200.000	116	757	1	3	1	2	96
8607	190.000	197	109	0	2	1	1	58
8610	165.000	164	566	1	2	1	1	75
8613	240.000	152	497	0	2	1	1	63
8616	366.000	1	98	0	2	2	1	66
8617	800.000	1	254	0	4	2	2	210
8621	268.640	6	137	0	2	1	2	73
8626	285.870	23	294	0	2	1	1	64
8627	1.290.000	0	173	0	4	4	4	228
8629	590.000	0	276	0	3	3	2	105
8630	875.000	1	169	0	4	3	3	181
8631	2.950.000	61	36	2	4	4	4	496
8632	470.000	25	413	0	3	3	2	98
8636	168.000	4	1175	0	2	1	1	70
8637	5.500.000	131	36	2	4	4	5	800
8639	480.000	14	395	0	3	3	2	99
8640	450.000	1	174	0	3	3	2	120
8642	765.000	0	1303	0	3	3	2	128
8645	1.100.000	5	214	0	3	3	3	198
8647	1.600.000	73	233	2	4	4	4	348
8648	540.000	6	1304	0	4	3	2	162
8649	234.230	40	139	0	2	1	1	62
8650	715.000	1	50	0	3	3	2	130
8651	1.950.000	186	300	2	4	4	4	380
8654	450.000	0	382	0	3	1	2	79
8656	535.000	1	914	0	3	1	2	180
8658	430.000	1	41	0	3	1	2	127
8660	560.000	1	296	0	4	4	2	136
8661	680.000	6	469	1	4	2	4	250
8667	471.000	0	32	0	3	1	2	88
8668	420.000	1	145	0	3	3	2	103
8670	1.150.000	1	556	0	3	3	2	158
8675	2.232.001	0	313	0	4	4	3	291
8676	360.000	0	22	0	3	1	2	88
8678	220.000	160	555	2	3	1	1	85
8682	1.050.000	58	233	2	4	4	4	214
8683	1.800.000	5	459	0	4	4	4	282
8684	580.000	6	1202	1	4	2	4	288
8686	245.000	13	128	0	2	1	1	68
8687	210.000	27	543	0	3	1	1	74
8688	520.000	14	179	0	3	3	2	108
8689	1.200.000	58	1305	2	5	3	4	293
8690	290.000	23	618	0	3	1	1	128
8691	295.000	145	1105	0	3	1	2	63
8693	320.000	23	537	0	3	1	1	110
8696	1.150.000	1	36	0	3	3	3	164
8697	270.000	13	36	0	3	1	1	75
8699	800.000	5	173	0	3	3	2	150
8700	780.000	59	1306	1	3	1	3	100
8701	190.000	14	160	0	3	1	1	74
8702	220.000	48	124	0	2	1	1	57
8703	690.000	1	98	0	4	2	2	250
8704	475.000	0	32	0	3	1	2	88
8708	820.000	6	189	0	4	4	3	310
8710	190.000	13	212	0	2	1	1	56
8711	630.000	13	99	1	3	3	2	151
8715	750.000	57	540	2	3	2	2	200
8716	275.000	24	58	0	3	1	1	86
8718	446.826	0	32	0	3	1	2	88
8719	340.000	4	840	0	3	3	2	85
8720	2.950.000	75	963	2	5	5	6	495
8721	2.400.000	61	1121	2	4	4	4	374
8722	450.000	1	886	0	3	1	2	104
8724	340.000	23	130	0	3	1	1	100
8725	770.000	5	310	0	3	3	3	139
8726	320.000	47	254	0	3	1	1	95
8727	310.000	47	435	0	3	1	2	110
8734	230.000	2	503	0	3	1	1	74
8740	225.000	14	179	0	2	1	1	63
8743	330.000	47	176	0	3	1	1	106
8744	325.000	34	66	0	2	2	1	92
8746	270.000	1	72	0	2	1	1	60
8748	190.000	47	560	0	2	1	1	62
8749	320.000	23	521	0	2	1	1	67
8751	365.000	14	21	0	3	3	2	105
8753	215.000	14	21	0	2	1	1	63
8755	198.500	281	1133	2	3	2	2	70
8757	1.499.000	5	313	1	4	2	4	418
8758	331.148	9	591	0	2	1	2	63
8759	650.000	6	1307	1	3	1	4	225
