?	price	sector	street	type	room	suite	park	m2
6275	180.000	13	508	0	2	1	1	60
6276	2.580.000	4	435	0	4	4	5	404
6278	350.000	2	1127	1	3	1	2	125
6279	1.350.000	1	1128	0	4	4	4	209
6281	330.000	25	86	0	3	1	1	75
6284	790.000	5	534	0	3	3	3	150
6285	640.000	19	273	0	4	2	3	349
6286	1.495.000	1	48	0	5	4	4	275
6289	1.800.000	0	36	0	4	4	4	449
6291	550.000	91	36	0	3	3	2	105
6292	340.000	59	345	1	4	2	4	250
6293	1.150.000	0	118	0	3	3	3	164
6295	750.000	23	36	0	3	1	2	119
6296	1.150.000	34	656	1	3	1	3	221
6298	460.000	25	369	0	3	3	2	88
6299	450.000	2	33	0	3	3	2	118
6301	430.000	1	70	0	3	3	2	89
6302	980.000	5	107	0	3	3	3	160
6303	2.400.000	58	233	1	4	4	6	472
6307	830.000	34	36	0	4	4	3	162
6308	890.000	254	1129	2	4	4	4	203
6311	218.000	103	406	0	2	1	1	61
6312	510.000	1	87	0	3	1	2	105
6315	450.000	0	382	0	3	1	2	79
6319	230.000	4	1130	0	3	1	1	73
6323	380.000	1	98	0	2	1	1	70
6325	260.000	145	1025	0	2	1	1	62
6326	230.000	27	228	1	3	1	1	118
6327	450.000	25	413	0	4	1	2	94
6334	990.000	23	273	0	4	3	2	260
6335	465.150	1	70	0	3	3	2	119
6336	370.000	23	1131	0	2	1	1	69
6337	205.700	151	1088	0	3	1	1	64
6342	700.000	1	145	0	4	4	2	130
6347	318.199	23	294	0	2	1	1	70
6349	458.397	25	369	0	3	3	2	87
6355	680.000	4	1132	1	4	2	2	300
6356	310.000	64	177	0	3	2	1	89
6357	165.000	255	1133	0	3	1	1	70
6359	1.100.000	70	1134	2	4	4	2	307
6360	300.000	25	369	0	2	2	1	64
6363	482.000	0	32	0	3	1	1	108
6364	336.000	0	51	0	2	1	1	51
6367	241.000	40	578	0	3	1	1	68
6370	360.000	2	477	2	3	1	2	92
6379	195.000	256	1135	1	3	1	3	105
6380	900.000	5	184	0	4	4	2	175
6381	1.200.000	70	1134	2	3	3	4	368
6383	180.000	2	503	0	2	1	1	60
6384	459.792	9	1136	0	3	3	3	95
6385	545.000	0	22	0	3	3	2	108
6388	780.000	1	129	0	3	3	2	111
6389	400.000	55	971	1	3	1	4	150
6391	800.000	1	129	0	4	3	3	144
6392	460.000	9	1137	0	3	3	2	102
6393	800.000	1	129	0	3	3	3	144
6396	3.010.550	5	292	0	4	4	4	362
6399	502.446	9	213	0	3	3	2	102
6401	1.950.000	75	682	2	3	3	4	360
6404	330.000	257	1138	1	3	1	3	130
6408	1.050.000	73	1139	1	4	4	4	217
6411	545.935	0	22	0	3	3	2	108
6412	850.000	1	129	0	3	3	2	144
6413	252.000	2	620	0	2	1	1	63
6415	1.500.000	73	911	2	4	4	4	419
6419	550.000	23	658	0	3	3	3	145
6421	650.000	20	1140	0	3	1	1	200
6422	571.000	0	32	0	3	3	2	108
6423	310.000	24	1101	0	3	1	1	70
6424	1.300.000	102	328	2	4	4	4	380
6427	239.000	258	1141	1	3	1	6	230
6428	550.000	43	1142	1	3	1	2	202
6431	530.000	2	33	0	3	3	2	119
6432	219.000	14	177	0	2	1	2	56
6443	250.000	13	101	0	2	1	1	60
6444	325.000	9	13	0	3	1	1	70
6445	480.000	29	1143	1	3	1	4	208
6447	220.000	103	679	0	2	1	1	57
6448	220.000	103	679	0	2	1	1	57
6450	400.000	13	350	0	3	3	2	92
6451	160.000	137	661	1	2	1	2	70
6452	3.200.000	63	931	2	4	4	6	427
6453	238.000	47	105	0	3	1	1	92
6456	210.000	47	72	0	2	1	1	69
6457	3.100.000	70	1144	2	4	4	3	460
6458	5.380.000	61	36	2	4	4	4	630
6459	520.000	0	130	0	3	2	2	92
6462	1.000.000	136	1145	2	4	4	4	260
6464	450.000	6	1146	1	2	1	2	212
6465	220.000	24	1147	0	3	1	2	89
6467	220.000	7	796	0	2	1	1	62
6468	799.000	5	204	0	3	3	3	150
6473	330.000	214	1045	1	3	1	5	173
6474	780.000	1	529	0	4	3	2	144
6475	280.000	47	105	0	3	2	2	79
6476	261.567	40	82	0	3	1	2	67
6487	182.184	87	905	0	2	1	1	54
6490	186.000	103	69	0	2	1	1	59
6491	290.000	100	1148	1	3	1	4	200
6492	740.000	23	115	0	3	3	2	140
6493	330.000	47	560	0	2	2	1	94
6494	189.000	87	361	0	3	1	2	65
6497	230.000	13	128	0	2	1	1	68
6499	550.000	42	490	1	4	1	3	181
6500	450.000	1	145	0	3	3	2	119
6502	330.000	23	115	0	3	1	1	72
6506	218.000	40	139	0	2	1	1	58
6507	225.000	25	325	0	2	1	1	65
6509	1.100.000	253	1134	2	4	4	4	350
6511	278.000	2	1149	0	2	1	2	63
6512	670.000	1	206	0	4	2	2	146
6513	215.000	2	645	0	2	1	1	62
6514	160.000	137	1150	1	2	1	1	90
6516	185.000	239	1151	1	3	1	2	83
6517	950.000	23	835	0	5	4	3	156
6519	950.000	73	450	1	4	4	2	225
6521	391.642	92	265	0	3	3	2	106
6522	350.000	26	351	11	3	1	4	185
6524	399.900	8	1152	0	2	2	1	79
6525	726.000	0	22	0	4	4	2	128
6526	730.612	0	22	0	4	4	2	128
6528	2.490.000	1	1153	0	4	4	4	326
6529	800.000	86	996	2	3	3	4	230
6530	380.000	92	36	0	3	3	2	98
6532	260.000	47	560	0	3	1	1	86
6533	147.000	69	1154	1	2	1	2	64
6534	250.000	257	1138	1	3	1	2	110
6536	500.000	177	640	2	3	1	4	129
6537	850.000	145	1155	1	4	1	4	353
6538	290.000	259	1156	1	3	1	3	150
6540	580.000	1	378	0	2	2	2	75
6541	760.100	1	87	0	3	3	3	153
6542	258.500	91	325	0	2	1	1	57
6543	255.000	170	1157	1	3	1	3	100
6549	890.925	5	107	0	3	3	3	160
6550	196.000	14	1158	0	2	1	1	64
6553	385.000	34	753	0	3	3	2	89
6555	265.000	1	844	0	2	1	2	73
6558	1.980.000	260	1159	2	5	4	4	510
6559	535.000	185	437	0	3	3	2	105
6560	767.000	5	310	0	3	3	2	140
6563	2.650.000	119	571	2	5	4	4	750
6566	270.000	26	1160	1	4	1	4	150
6570	950.000	238	824	2	5	2	4	320
6571	1.020.000	23	36	0	3	3	3	198
6572	860.000	1	418	0	3	3	3	189
6581	265.000	40	1161	0	3	1	2	78
6583	220.000	157	520	0	2	1	1	62
6586	500.000	4	1162	0	4	3	2	140
6587	390.000	202	1163	1	3	1	4	207
6588	410.000	261	1164	1	3	1	3	250
6589	489.000	1	98	0	3	3	2	108
6593	399.000	2	33	0	3	1	2	95
6594	590.000	17	1165	1	3	3	4	222
6596	370.000	1	1166	0	3	1	1	87
6597	2.500.000	23	127	0	4	4	4	565
6598	263.000	6	1122	0	3	1	1	79
6599	360.000	0	22	0	3	1	2	88
6600	390.000	29	332	1	3	3	2	138
6601	800.000	37	857	1	3	3	2	210
6603	460.000	10	7	0	3	3	3	160
6604	315.000	17	77	2	3	1	2	130
6605	235.000	1	34	0	2	1	1	60
6606	490.000	1	70	0	3	3	2	113
6609	465.000	1	41	0	2	2	2	95
6610	390.000	0	1	0	3	1	2	86
6614	425.000	6	1167	1	4	2	2	179
6617	1.990.000	0	22	0	4	4	3	271
6619	187.500	13	20	0	2	1	1	58
6622	2.300.000	37	857	2	5	5	2	383
6624	2.140.000	0	22	0	4	4	4	291
6625	190.000	262	1168	1	3	1	2	96
6626	285.000	13	20	0	3	1	2	76
6627	420.000	263	1169	1	4	3	2	256
6628	395.000	8	36	0	4	1	1	120
6629	275.000	20	699	0	3	1	2	98
6630	250.000	14	21	0	3	2	2	77
6631	800.000	5	310	1	4	4	3	240
6632	260.000	14	21	0	3	3	2	93
6634	187.852	87	361	0	2	1	1	54
6636	565.000	47	259	0	3	1	3	128
6638	310.000	1	367	0	3	1	1	120
6641	240.000	13	101	0	2	1	1	61
6642	480.000	43	997	1	3	1	3	124
6643	495.000	0	210	0	3	3	2	96
6645	495.000	0	1	0	3	3	2	115
6646	1.800.000	5	104	4	5	5	4	490
6649	300.000	24	528	0	3	1	2	82
6651	1.100.000	21	531	2	3	3	4	239
6652	495.000	9	96	0	3	3	2	106
6656	235.000	13	101	0	2	1	1	61
6657	185.000	239	1170	1	3	1	1	82
6658	1.950.000	5	669	0	4	4	5	326
6659	225.000	66	1171	1	3	1	3	130
6661	850.000	1	41	0	4	2	3	167
6662	300.000	25	86	0	2	1	1	60
6663	1.950.000	61	963	2	4	4	4	400
6664	330.000	13	628	0	3	1	1	83
6668	410.000	105	301	2	3	1	2	131
6670	420.000	1	34	0	3	2	2	80
6671	4.600.000	60	559	2	5	5	4	650
6673	500.000	25	413	0	3	1	2	100
6674	170.000	99	1172	1	2	1	2	58
6678	1.190.000	5	36	0	4	4	3	178
6679	900.000	1	458	0	3	3	3	244
6681	554.009	0	22	0	3	3	2	118
6682	780.000	1	92	0	4	2	2	146
6684	360.000	33	1173	0	3	1	2	90
6686	450.000	100	1174	1	4	1	8	200
6688	179.900	264	1133	0	3	1	1	70
6691	2.000.000	260	291	2	5	5	3	508
6693	700.000	23	274	0	4	4	2	300
6696	350.000	4	1175	1	3	1	2	180
6700	520.000	1	556	0	3	3	2	100
6702	1.800.000	102	1176	2	4	4	4	420
6703	319.000	92	1177	1	3	1	2	123
6704	740.000	5	1178	0	3	3	3	140
6706	1.350.000	5	669	0	4	4	3	241
6708	480.000	1	50	0	3	3	2	100
6710	1.000.000	8	166	0	4	3	2	243
6715	1.149.000	5	534	0	4	4	3	218
6717	2.499.999	43	414	1	5	2	5	1000
6718	590.000	1	2	0	3	3	2	151
6719	1.100.000	23	500	0	3	3	3	198
6728	540.000	1	1179	0	3	3	2	94
6729	160.000	85	1180	1	2	1	2	70
6730	890.000	1	254	0	3	3	3	240
6731	2.400.000	186	559	2	3	3	4	400
6732	370.000	8	658	0	3	1	1	152
6733	170.000	81	1181	1	2	1	2	70
6734	2.200.000	0	313	0	4	4	4	330
6736	300.000	46	659	1	3	1	2	114
6737	698.000	1	72	0	3	3	2	126
6738	207.000	2	20	0	2	1	1	58
6739	580.000	0	1	0	3	1	2	123
6745	1.200.000	1	67	0	3	3	3	179
6746	225.000	33	428	0	3	1	1	75
6747	480.000	1	418	0	3	2	2	108
6748	1.066.000	23	120	0	3	3	3	168
6752	450.000	4	840	0	3	3	2	85
6753	500.000	47	254	0	3	1	2	124
6754	289.000	0	130	0	2	1	1	65
6755	730.000	23	324	0	4	4	3	201
6758	240.000	40	1182	0	2	1	2	58
6764	2.900.000	22	36	2	4	4	4	459
6769	720.000	5	310	0	3	3	3	157
6771	750.000	23	115	0	3	3	2	140
6772	440.000	1	762	0	3	3	2	119
6775	380.000	1	165	0	3	1	1	98
6777	370.000	1	98	0	3	1	1	105
6778	280.000	13	519	0	3	1	2	74
6779	219.000	28	251	0	3	1	1	76
6782	291.674	48	113	0	3	3	2	77
6785	520.000	14	179	0	3	3	2	108
6788	1.300.000	0	461	0	4	3	4	214
6789	349.800	1	98	0	2	2	1	66
6790	850.000	25	353	0	3	3	2	154
6791	1.990.000	119	1183	2	4	4	4	542
6794	440.000	1	48	0	3	1	2	94
6795	263.500	91	325	0	2	1	1	57
6796	650.000	6	1184	1	3	3	5	190
6800	1.350.000	73	36	2	4	4	6	300
6802	248.000	47	259	0	3	1	1	79
6803	1.360.000	73	36	2	4	4	2	304
6804	715.000	1	87	0	3	3	2	153
6807	870.000	1	36	0	3	3	3	180
6809	159.000	103	644	0	2	1	1	55
6810	385.000	1	378	0	2	2	1	70
6812	290.000	9	1044	0	2	1	2	58
6814	500.000	6	982	1	4	2	3	280
6815	185.000	103	69	0	2	1	1	59
6817	680.000	1	98	0	3	3	2	133
6820	1.167.062	80	216	0	4	4	3	228
6822	1.380.000	0	313	0	4	3	2	222
6823	1.700.000	70	415	2	4	4	4	357
6825	298.000	13	1185	1	3	1	2	86
6830	400.000	23	62	0	3	2	2	104
6831	220.000	27	1186	1	3	1	2	109
6833	385.000	23	610	0	2	1	1	82
6834	850.000	74	784	0	4	4	3	154
6836	1.695.000	73	531	2	4	4	4	330
6837	800.000	23	1187	0	4	4	3	219
6838	370.000	23	618	0	3	1	1	102
6840	280.000	25	369	0	2	1	1	57
6841	1.100.000	5	534	0	4	4	2	178
6842	260.000	9	117	0	2	1	1	58
6843	3.600.000	61	36	2	4	4	3	486
6844	742.306	1	50	0	3	3	2	130
6845	250.000	4	1188	0	2	1	1	67
6846	442.849	0	32	0	3	3	2	108
6847	165.008	158	1189	0	2	1	1	49
6848	174.000	13	646	0	2	1	1	56
6849	1.100.000	1	36	0	4	4	2	169
6851	190.000	47	560	0	2	1	1	62
6853	280.000	13	101	0	3	1	1	65
6859	2.000.000	58	143	1	3	3	4	253
6861	330.000	34	239	0	3	1	1	100
6863	2.088.000	5	121	0	4	4	4	282
6864	311.000	1	129	0	2	1	1	67
6865	550.000	43	997	1	3	1	5	174
6866	2.100.000	70	415	2	5	5	4	441
6867	180.000	265	1190	2	2	1	2	57
6868	1.100.000	5	214	0	3	3	3	198
6872	200.000	266	1191	2	3	1	3	100
6876	219.000	252	251	0	3	1	1	76
6877	490.000	1	98	0	3	3	2	108
6879	700.000	10	1064	1	5	4	4	290
6880	650.000	0	382	0	4	3	3	205
6882	170.000	14	160	0	2	1	1	57
6884	673.000	1	169	0	3	3	2	113
6885	850.000	21	531	2	4	4	4	204
6887	307.598	1	72	0	2	1	1	77
6888	1.240.000	44	195	2	4	4	2	240
6889	580.000	39	501	1	4	1	2	180
6890	1.390.000	73	182	2	4	4	4	288
6896	980.000	1	550	0	3	3	3	180
6898	180.000	7	299	0	3	1	1	81
6899	1.890.054	5	61	0	4	4	4	289
6905	185.000	214	1045	1	2	1	2	75
6906	145.000	267	1150	1	2	1	1	50
6907	340.000	23	36	0	3	1	1	84
6908	310.000	13	101	0	3	1	2	75
6911	280.000	2	895	1	4	2	4	183
6912	330.000	23	36	0	3	1	1	116
6915	182.000	13	406	0	2	1	1	52
6916	235.000	6	1192	0	3	1	1	78
6918	280.000	268	1193	2	4	1	3	148
6919	150.000	96	382	2	2	1	1	57
6921	476.000	27	57	1	3	3	4	165
6923	635.000	1	1194	0	3	3	2	122
6924	1.170.000	1	92	0	4	4	3	188
6925	3.000.000	61	36	2	4	4	4	640
6927	3.750.000	131	1195	2	4	4	5	495
6928	140.000	62	883	1	2	1	2	70
6929	1.350.000	37	1196	2	3	3	2	298
6930	220.000	13	36	0	2	1	1	64
6931	200.000	5	1197	0	3	1	1	76
6933	360.000	77	36	0	3	1	2	90
6934	900.000	1	418	0	3	3	3	198
6937	400.000	92	739	1	3	1	3	152
6939	292.627	12	1198	2	3	1	3	75
6940	2.100.000	0	313	0	4	4	4	449
6944	399.000	2	33	0	3	1	2	95
6946	235.000	170	680	1	3	1	4	112
6947	295.000	103	36	1	3	1	4	178
6948	346.683	0	22	0	3	1	2	88
6949	830.000	5	473	0	3	3	2	138
6951	350.000	25	1199	0	3	1	2	76
6952	190.000	2	3	0	2	1	1	75
6953	350.000	23	296	0	3	1	2	104
6956	900.000	1	34	0	4	4	2	320
6958	215.000	172	606	1	3	1	2	89
6962	330.000	81	1200	1	3	1	3	135
6964	320.000	13	36	0	3	3	2	85
6968	400.000	35	482	1	3	3	4	150
6969	366.000	1	98	0	2	2	1	66
6970	980.000	1	237	0	3	3	3	164
6974	620.000	34	203	0	4	2	3	200
6980	195.000	269	1201	2	3	2	2	130
6982	450.000	23	336	0	3	3	2	111
6983	650.000	0	382	0	4	4	3	210
6984	580.000	6	1202	1	4	2	4	288
6985	273.156	253	1203	0	3	3	1	89
6986	298.504	139	495	0	3	1	2	64
6987	450.000	0	130	0	3	1	1	91
6988	550.000	0	36	0	3	3	2	129
6989	850.000	23	274	0	4	2	3	241
6991	700.000	34	8	1	4	2	6	306
6992	650.000	257	1138	1	4	1	3	181
6993	1.600.000	5	453	0	4	4	4	287
6994	1.000.000	1	129	0	3	3	3	174
6995	770.000	0	118	0	3	3	3	140
6996	665.000	47	176	1	5	3	3	240
6997	3.750.000	131	36	2	4	4	8	495
6998	195.000	24	924	0	3	1	1	77
7001	482.000	9	1204	0	3	3	2	105
7003	480.000	23	76	0	3	1	1	180
7005	570.000	1	36	0	4	2	2	128
7007	450.000	0	190	0	3	3	2	91
7013	300.000	1	1205	0	2	1	1	65
7015	280.000	270	1206	1	4	2	3	190
7016	1.150.000	44	1207	2	4	4	4	243
7017	1.590.000	73	233	2	4	4	6	330
7018	299.000	55	228	1	3	1	1	120
7019	200.000	253	946	0	2	1	1	64
7020	1.590.000	73	911	2	4	4	4	270
7024	550.000	23	76	0	4	1	1	167
7025	160.000	213	1208	2	3	1	2	62
7026	508.100	0	32	0	3	3	2	108
7028	208.300	112	1088	0	3	1	2	97
7032	290.000	14	21	0	3	3	2	93
7033	219.000	28	55	0	3	1	1	76
7034	190.000	13	646	0	2	1	1	65
7036	1.180.000	44	674	2	4	4	3	237
7037	410.000	25	413	0	3	1	1	94
7038	185.000	13	575	0	2	1	1	54
7039	1.300.000	45	357	2	4	4	4	334
7040	1.640.000	0	22	0	4	4	4	269
7041	360.000	77	1173	0	2	1	2	90
7042	430.000	8	1209	0	4	1	1	170
7046	790.000	23	127	0	3	3	3	145
7047	650.000	0	0	0	3	3	2	130
7048	322.800	1	1210	0	2	1	1	61
7049	360.000	92	442	1	3	1	3	130
7050	890.000	45	287	2	3	3	4	190
7051	137.000	189	1211	1	2	1	1	80
7052	840.000	10	444	1	3	3	2	265
7054	500.000	1	36	0	3	3	2	100
7055	550.000	92	1212	1	3	2	3	300
7056	187.500	103	297	0	2	1	1	61
7058	324.000	6	137	0	3	3	2	89
7063	410.000	1	1213	0	3	3	2	103
7064	329.000	94	364	0	5	1	2	326
7066	1.390.000	73	36	2	4	4	4	288
7067	320.000	25	413	0	3	1	1	80
7068	1.788.000	23	37	0	4	4	3	264
7070	820.000	0	32	0	2	2	2	147
7071	950.000	21	1214	2	3	3	4	220
7072	257.000	6	1215	0	2	1	1	73
7074	660.000	0	0	0	3	3	2	120
7075	177.000	103	297	0	2	1	1	61
7076	480.000	1	50	0	3	3	2	100
7078	155.000	216	228	1	2	1	1	60
7080	590.000	34	387	0	3	3	2	181
7083	1.600.000	44	491	2	4	4	4	351
7085	2.100.000	61	147	2	4	4	5	407
7089	980.000	73	233	2	3	3	4	212
7092	195.000	40	139	0	2	1	1	58
7095	1.399.000	5	214	0	4	4	3	224
7099	470.000	50	115	1	3	1	4	200
7100	995.000	10	1216	1	4	4	4	480
7101	260.000	2	536	1	3	1	2	103
7103	1.100.000	0	190	0	3	3	3	190
7104	200.000	13	646	0	2	1	1	57
7105	500.000	23	130	0	4	4	2	130
7106	370.000	92	487	1	3	2	2	155
7113	780.000	238	996	2	4	2	4	260
7115	400.000	1	50	0	4	2	2	160
7116	300.000	20	1217	0	3	1	1	117
7118	350.000	27	1218	1	3	1	4	185
7119	435.000	203	1219	1	3	1	5	199
7121	630.000	6	933	1	5	2	3	254
7122	220.000	182	1220	1	3	1	4	90
7125	260.000	24	134	0	3	3	2	80
7126	680.000	23	345	0	4	2	2	234
7127	350.000	9	90	0	4	1	1	97
7128	180.000	197	1221	0	2	1	1	56
7133	1.200.000	53	585	0	3	3	3	167
7134	821.000	1	87	0	3	3	3	153
7140	899.000	5	48	0	3	3	3	158
7141	182.000	87	1222	0	2	1	1	70
7144	450.000	26	36	1	3	1	4	140
7147	430.000	31	36	1	3	1	2	150
7149	265.000	6	36	0	3	1	2	102
7154	735.000	5	298	1	3	2	3	193
7156	680.000	0	461	0	3	3	2	128
7157	2.950.000	75	963	2	5	5	6	495
7163	506.273	0	32	0	3	3	2	118
7164	1.725.092	0	223	0	4	4	3	283
7165	850.000	34	434	0	4	4	3	162
7166	290.000	271	1223	1	4	1	3	172
7167	3.950.304	1	1110	0	4	4	5	409
7169	324.576	92	265	0	3	1	2	79
7170	6.000.000	63	147	2	6	6	8	1000
7172	1.190.000	37	1013	1	3	3	4	257
7175	230.000	27	1224	1	3	1	2	108
7176	750.000	26	160	1	6	2	4	380
7177	230.000	47	560	0	3	2	1	85
7179	1.150.000	0	267	0	4	4	2	230
7180	249.900	7	93	0	3	2	1	72
7181	670.000	5	121	0	3	3	2	111
7183	3.900.000	125	384	2	5	5	8	590
7190	185.000	103	644	0	2	1	1	56
7200	1.000.000	165	1225	1	3	3	2	240
7201	250.000	25	1226	0	2	1	1	56
7205	850.000	1	319	0	4	2	3	169
7207	270.000	13	36	0	3	1	1	75
7209	1.499.000	5	534	0	4	4	4	260
7210	835.000	5	36	0	3	3	3	149
7213	315.000	9	13	0	3	1	1	72
7217	767.000	5	61	0	3	3	2	137
7219	1.400.000	5	36	0	4	4	3	200
7220	255.000	6	1227	0	3	1	2	85
7226	600.000	206	127	2	3	3	2	145
7227	450.000	34	4	0	4	2	3	189
7228	900.000	0	36	0	2	2	2	148
7229	864.422	5	61	0	4	4	2	136
7231	320.000	16	829	1	3	1	3	215
7232	200.000	13	36	0	2	1	1	54
7235	320.000	1	36	0	3	1	1	89
7242	279.000	1	50	0	3	3	2	95
7244	649.000	23	114	0	3	3	2	132
7245	180.000	87	985	0	3	1	1	60
7246	650.000	34	36	0	4	4	2	256
7248	1.390.000	1	277	12	3	1	4	300
7249	513.622	23	345	0	3	3	2	109
7252	795.000	23	336	0	4	2	2	300
7253	280.000	168	1228	1	3	3	2	115
7255	629.000	31	1229	1	3	3	2	155
7256	1.050.000	0	276	0	4	4	2	171
7261	830.000	1	319	0	4	2	3	167
7262	350.000	47	840	0	3	1	1	113
7263	310.000	25	568	0	3	1	1	75
7264	190.000	7	1230	0	2	1	1	56
7265	180.000	77	1231	0	3	1	1	75
7266	490.000	34	4	0	3	3	2	92
7267	420.000	1	48	0	3	1	2	94
7268	460.000	23	36	0	3	3	2	134
7269	202.926	92	265	0	3	1	2	74
7271	395.000	26	236	1	3	2	4	160
7273	768.000	1	263	0	3	3	2	123
7275	1.100.000	1	4	0	5	4	3	189
7276	350.000	267	1232	1	3	1	2	170
7277	480.000	34	36	0	3	3	2	92
7278	412.000	13	1233	0	3	3	2	92
7280	240.000	16	25	0	3	1	1	75
7281	960.000	23	36	0	4	3	3	261
7283	1.350.000	58	36	2	4	3	4	308
7284	187.500	103	1234	0	2	1	1	60
7285	755.000	0	32	0	3	3	3	137
7288	826.700	5	299	0	3	3	3	147
7289	235.000	13	1235	0	2	1	1	64
7290	420.000	34	78	0	3	3	2	94
7292	705.000	1	72	0	3	3	2	126
7293	4.500.000	102	328	2	4	4	6	520
7294	540.000	6	94	0	3	1	3	174
7295	260.000	1	762	0	3	3	2	160
7296	530.000	1	36	0	3	1	2	160
7298	1.524.467	0	173	0	4	4	3	242
7299	570.000	47	6	0	2	2	2	187
7300	52.000	1	48	0	3	1	2	94
7305	179.900	168	1236	2	3	1	2	58
7306	1.700.000	75	147	2	4	4	4	406
7312	400.000	2	1237	1	4	1	4	200
7313	180.000	267	1238	1	3	1	3	100
7314	490.000	14	21	0	3	3	2	109
7315	1.700.000	23	859	0	4	2	3	585
7317	805.000	5	299	0	3	3	2	159
7318	350.000	0	235	0	2	1	1	61
7322	790.000	34	387	0	4	2	2	270
7326	350.000	23	1239	0	2	1	1	76
7330	430.000	34	36	0	2	1	2	88
7334	1.190.000	5	36	0	4	4	3	178
7335	1.190.000	5	36	0	4	4	3	178
7337	460.000	1	36	0	3	3	2	103
7338	2.500.000	70	1240	2	4	4	6	515
7339	190.000	160	555	2	2	1	1	59
7341	2.420.000	102	328	2	4	4	4	420
7343	2.000.000	22	36	2	4	4	3	330
7344	599.000	0	22	0	3	3	2	108
7347	479.000	5	36	0	3	1	2	205
7349	350.000	33	428	0	2	1	2	91
7352	159.990	224	630	2	2	1	2	67
7356	208.098	48	109	0	2	1	1	57
7357	700.000	24	1241	1	3	1	8	293
7358	370.000	1	46	0	3	3	2	95
7360	460.000	23	36	0	3	3	2	134
7363	1.150.000	1	67	0	4	4	2	169
7364	330.000	0	190	0	3	1	2	90
7365	1.170.000	5	214	0	4	4	3	197
7366	2.000.000	21	948	2	4	4	6	426
7368	510.000	34	78	0	4	2	2	114
7372	1.550.000	22	300	2	4	4	4	270
7374	360.000	16	1242	1	3	1	4	158
7381	245.000	4	141	0	3	1	1	71
7382	500.000	1	46	0	3	3	2	94
7384	440.000	25	1243	0	3	3	2	98
7388	410.000	0	153	0	3	2	2	85
7395	550.000	106	1244	1	3	1	2	146
7396	1.953.787	23	37	0	4	4	3	239
7398	328.000	6	137	0	3	3	2	90
7399	275.000	103	334	0	3	3	2	73
7400	365.000	5	313	0	2	1	1	61
7403	380.000	20	1217	0	3	1	1	113
7404	1.390.000	73	36	2	4	4	4	288
7406	135.000	11	1245	1	2	1	1	90
7407	1.199.000	43	1246	1	3	3	4	340
7408	580.000	23	55	0	4	2	2	151
7412	505.000	0	276	0	3	2	2	100
7414	236.052	6	137	0	2	1	1	65
7415	346.500	1	98	0	2	2	1	66
7417	580.000	1	418	0	3	3	2	114
7418	1.900.000	0	22	0	4	4	4	269
7419	1.790.000	1	75	0	4	4	3	236
7421	370.000	237	1247	1	3	1	2	130
7424	145.000	67	1248	1	3	1	1	230
7425	790.000	43	1249	1	4	2	3	275
7426	550.000	23	336	0	3	3	2	111
7427	3.600.000	61	36	2	4	4	3	486
7429	840.000	37	36	2	5	1	4	235
7430	2.500.000	0	130	0	5	5	4	316
7435	190.000	13	212	0	2	1	1	56
7438	2.108.896	0	313	0	4	4	3	291
7442	320.000	92	265	0	3	1	2	78
7443	195.000	120	907	0	2	1	1	60
7444	1.599.000	1	67	0	5	4	3	237
7445	210.000	13	40	0	3	1	1	80
7446	330.000	8	364	0	5	1	2	244
7448	350.000	170	1250	1	3	1	4	180
7450	200.000	266	1191	1	3	1	2	76
7451	295.000	0	36	0	2	1	1	65
7457	5.000.000	125	1251	2	4	4	6	678
7459	500.000	272	1252	1	3	2	2	450
7461	550.000	0	223	0	3	3	2	88
7462	240.000	29	786	0	2	1	2	57
7465	215.000	14	179	0	2	1	2	63
7466	200.000	273	1253	1	3	1	2	80
7468	735.000	1	50	0	3	3	2	132
7470	280.000	2	1254	1	3	1	3	99
7471	175.000	48	124	0	2	1	1	62
7472	258.500	91	325	0	2	1	2	57
7473	180.000	160	1255	2	3	1	3	200
7478	202.000	2	1256	0	2	1	1	58
7479	550.000	2	485	1	3	3	4	215
7481	550.000	1	367	0	3	3	2	128
7483	320.000	1	46	0	2	2	2	70
7485	430.000	31	36	1	3	1	2	150
7486	258.500	91	36	0	2	1	1	57
7487	287.000	23	1257	0	2	1	1	64
7488	225.900	23	294	0	2	1	1	49
7490	364.933	0	22	0	2	1	2	88
7492	444.115	0	22	0	3	3	1	108
7498	2.400.000	1	67	0	4	4	3	270
7499	1.490.000	1	237	0	3	3	3	184
7500	300.000	1	206	0	3	1	1	97
7501	229.000	1	222	0	3	1	1	78
7502	900.000	5	184	0	4	4	2	177
7503	280.000	24	134	0	3	1	2	72
7504	260.000	2	20	0	3	1	2	74
7505	260.000	25	43	0	2	1	1	67
7506	250.000	14	160	0	3	1	1	71
7507	900.000	5	184	0	4	4	2	177
7513	360.000	122	379	1	3	1	4	160
7514	450.000	35	504	1	3	1	4	133
7516	640.000	1	1258	0	3	3	2	113
7520	219.000	14	179	0	2	1	1	63
7522	3.000.000	0	0	0	4	4	4	351
7523	1.600.000	44	652	2	5	5	4	351
7526	310.000	39	36	0	3	1	2	79
7528	2.400.000	102	1259	2	4	4	3	510
7529	280.000	24	1260	0	3	1	2	99
7530	899.000	29	163	2	4	4	4	203
7532	260.000	1	72	0	2	1	1	71
7533	930.000	0	22	0	4	4	4	169
7536	170.000	239	1261	1	2	1	2	84
7537	550.000	111	483	1	3	3	4	190
